sex,race_0,race_1,race_2,race_3,race_4,race_5,race_6,race_7,LSAT,UGPA,ZFYA
0,1,0,0,0,0,0,0,0,-0.692620913,1.625921195,0.59
0,1,0,0,0,0,0,0,0,0.592600198,0.901584455,0.55
0,1,0,0,0,0,0,0,0,0.225394166,1.384475615,0.55
1,1,0,0,0,0,0,0,0,0.776203214,0.177247714,0.64
0,1,0,0,0,0,0,0,0,-0.509017897,-0.788534606,-0.25
0,1,0,0,0,0,0,0,0,0.592600198,-0.305643446,1.08
1,1,0,0,0,0,0,0,0,0.592600198,-0.064197866,1.89
0,1,0,0,0,0,0,0,0,-0.784422421,0.418693295,-0.17
1,1,0,0,0,0,0,0,0,0.776203214,0.418693295,0.17
1,1,0,0,0,0,0,0,0,0.04179115,0.660138875,-0.13
0,1,0,0,0,0,0,0,0,0.776203214,0.177247714,1.51
1,1,0,0,0,0,0,0,0,0.408997182,0.901584455,-0.66
0,1,0,0,0,0,0,0,0,0.225394166,0.660138875,0.42
0,1,0,0,0,0,0,0,0,0.95980623,-0.305643446,0.68
1,1,0,0,0,0,0,0,0,0.04179115,0.901584455,1.27
1,1,0,0,0,0,0,0,0,0.408997182,0.901584455,-0.22
1,1,0,0,0,0,0,0,0,-0.876223929,-1.029980186,-1.09
0,1,0,0,0,0,0,0,0,0.776203214,-0.305643446,-0.51
1,1,0,0,0,0,0,0,0,-0.141811865,1.143030035,0.17
0,1,0,0,0,0,0,0,0,0.225394166,0.418693295,-1.19
0,1,0,0,0,0,0,0,0,-0.509017897,0.177247714,1.02
0,1,0,0,0,0,0,0,0,0.225394166,0.901584455,0.36
0,1,0,0,0,0,0,0,0,1.143409245,-0.788534606,0.59
1,1,0,0,0,0,0,0,0,-0.325414881,1.143030035,0.64
1,1,0,0,0,0,0,0,0,0.04179115,1.625921195,1.36
0,1,0,0,0,0,0,0,0,0.592600198,-0.064197866,0.59
1,1,0,0,0,0,0,0,0,1.510615277,-0.064197866,1.57
0,1,0,0,0,0,0,0,0,0.50079869,0.177247714,0.55
0,1,0,0,0,0,0,0,0,0.592600198,0.177247714,2.15
1,1,0,0,0,0,0,0,0,0.225394166,0.418693295,-1
0,1,0,0,0,0,0,0,0,0.592600198,0.418693295,1.36
0,1,0,0,0,0,0,0,0,-0.141811865,1.143030035,0.1
1,1,0,0,0,0,0,0,0,-1.24342996,0.660138875,-1.75
0,1,0,0,0,0,0,0,0,0.04179115,1.143030035,0.74
0,1,0,0,0,0,0,0,0,-0.141811865,-1.271425766,-0.36
1,1,0,0,0,0,0,0,0,-0.325414881,-0.788534606,1.25
1,1,0,0,0,0,0,0,0,-1.518834484,-0.064197866,0.57
0,1,0,0,0,0,0,0,0,0.408997182,-1.995762506,0.16
1,1,0,0,0,0,0,0,0,0.776203214,1.625921195,1.17
0,1,0,0,0,0,0,0,0,-1.427032976,0.660138875,0.2
0,1,0,0,0,0,0,0,0,-0.050010358,-0.305643446,-0.56
0,1,0,0,0,0,0,0,0,0.408997182,1.384475615,-0.32
0,1,0,0,0,0,0,0,0,-0.141811865,-0.547089026,0.36
0,1,0,0,0,0,0,0,0,-0.141811865,-0.788534606,-0.8
0,1,0,0,0,0,0,0,0,-0.141811865,-0.788534606,0.89
0,1,0,0,0,0,0,0,0,0.04179115,-1.029980186,0.77
0,1,0,0,0,0,0,0,0,0.225394166,-0.064197866,0.48
0,1,0,0,0,0,0,0,0,-0.968025437,-0.305643446,0.36
0,1,0,0,0,0,0,0,0,0.04179115,-0.305643446,0
0,1,0,0,0,0,0,0,0,-1.849319913,0.177247714,-0.41
1,1,0,0,0,0,0,0,0,-1.059826945,-0.547089026,0.44
1,1,0,0,0,0,0,0,0,-0.747701818,-0.305643446,0.2
0,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,-0.28
1,1,0,0,0,0,0,0,0,-1.059826945,-0.064197866,2.48
0,1,0,0,0,0,0,0,0,-0.692620913,-0.547089026,-0.4
1,1,0,0,0,0,0,0,0,-0.692620913,-0.305643446,0.61
0,1,0,0,0,0,0,0,0,-0.417216389,-0.788534606,0.52
1,1,0,0,0,0,0,0,0,0.408997182,2.108812355,1.25
0,1,0,0,0,0,0,0,0,-0.509017897,-0.305643446,-0.6
0,1,0,0,0,0,0,0,0,-0.509017897,-1.029980186,1.51
1,1,0,0,0,0,0,0,0,0.04179115,-1.029980186,-0.23
1,1,0,0,0,0,0,0,0,-2.16144504,-0.064197866,-0.64
0,1,0,0,0,0,0,0,0,-0.692620913,-0.788534606,0.69
1,1,0,0,0,0,0,0,0,-0.509017897,-0.547089026,-0.24
1,1,0,0,0,0,0,0,0,-0.509017897,-1.271425766,1.51
1,1,0,0,0,0,0,0,0,-1.151628453,-0.547089026,-1.09
1,1,0,0,0,0,0,0,0,-0.692620913,0.177247714,0.89
0,1,0,0,0,0,0,0,0,-0.509017897,-0.788534606,-1.93
1,1,0,0,0,0,0,0,0,-1.24342996,0.418693295,0.73
1,1,0,0,0,0,0,0,0,0.225394166,-1.995762506,-0.2
0,1,0,0,0,0,0,0,0,-0.784422421,-0.305643446,0.93
1,1,0,0,0,0,0,0,0,0.592600198,1.867366775,1.17
1,1,0,0,0,0,0,0,0,0.95980623,1.867366775,0.97
1,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,0.27
1,1,0,0,0,0,0,0,0,-1.427032976,0.418693295,-0.52
0,1,0,0,0,0,0,0,0,-0.325414881,-0.788534606,-0.4
1,1,0,0,0,0,0,0,0,-0.876223929,-0.305643446,-1.17
0,1,0,0,0,0,0,0,0,-1.794239008,-2.237208087,-1.01
1,1,0,0,0,0,0,0,0,0.225394166,-0.547089026,0.55
0,1,0,0,0,0,0,0,0,-1.059826945,-1.271425766,-0.2
1,1,0,0,0,0,0,0,0,0.225394166,-0.547089026,0.15
1,1,0,0,0,0,0,0,0,-1.518834484,1.625921195,0.48
0,1,0,0,0,0,0,0,0,-0.509017897,-1.512871346,0
1,1,0,0,0,0,0,0,0,-1.059826945,-0.547089026,0
0,1,0,0,0,0,0,0,0,-0.692620913,-0.788534606,-0.2
1,1,0,0,0,0,0,0,0,-0.325414881,-1.271425766,-1.05
1,1,0,0,0,0,0,0,0,-0.784422421,-1.029980186,0.08
1,1,0,0,0,0,0,0,0,-0.141811865,-1.512871346,-0.72
0,1,0,0,0,0,0,0,0,0.04179115,0.418693295,0.95
1,1,0,0,0,0,0,0,0,-0.692620913,-0.064197866,-0.4
1,1,0,0,0,0,0,0,0,0.04179115,-0.788534606,0.24
0,1,0,0,0,0,0,0,0,-2.069643532,-1.029980186,-0.08
0,1,0,0,0,0,0,0,0,0.225394166,-1.512871346,1.25
0,1,0,0,0,0,0,0,0,-0.509017897,-1.271425766,-0.12
0,1,0,0,0,0,0,0,0,-0.325414881,-0.788534606,1.94
0,1,0,0,0,0,0,0,0,-1.335231468,-1.029980186,0.24
1,1,0,0,0,0,0,0,0,0.776203214,-0.547089026,0.2
0,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,-1.13
0,1,0,0,0,0,0,0,0,-0.509017897,-0.788534606,-2.06
0,1,0,0,0,0,0,0,0,0.95980623,-1.512871346,1.57
0,1,0,0,0,0,0,0,0,-1.151628453,-0.305643446,0.87
0,1,0,0,0,0,0,0,0,0.776203214,-1.754316926,0.9
0,1,0,0,0,0,0,0,0,-0.968025437,0.660138875,0.2
1,1,0,0,0,0,0,0,0,-0.325414881,1.143030035,0.44
0,1,0,0,0,0,0,0,0,-1.059826945,0.177247714,0.85
0,1,0,0,0,0,0,0,0,0.408997182,-0.305643446,1.19
0,1,0,0,0,0,0,0,0,0.408997182,-0.788534606,0.98
1,1,0,0,0,0,0,0,0,0.592600198,-1.512871346,0.16
0,1,0,0,0,0,0,0,0,0.592600198,1.384475615,1.85
0,1,0,0,0,0,0,0,0,-0.692620913,-0.064197866,-0.24
0,1,0,0,0,0,0,0,0,-0.876223929,0.177247714,0.36
0,1,0,0,0,0,0,0,0,0.408997182,0.177247714,0.72
1,1,0,0,0,0,0,0,0,0.408997182,-1.271425766,0.44
0,1,0,0,0,0,0,0,0,-0.692620913,0.177247714,0.24
0,1,0,0,0,0,0,0,0,0.225394166,1.143030035,0.11
1,1,0,0,0,0,0,0,0,0.592600198,0.901584455,-0.09
0,1,0,0,0,0,0,0,0,0.225394166,0.418693295,-0.51
0,1,0,0,0,0,0,0,0,-0.692620913,-0.547089026,-0.82
0,1,0,0,0,0,0,0,0,0.592600198,-0.064197866,1.73
1,1,0,0,0,0,0,0,0,-0.692620913,0.660138875,0.05
0,1,0,0,0,0,0,0,0,0.592600198,0.418693295,-1.06
0,1,0,0,0,0,0,0,0,-0.141811865,-0.305643446,0.53
0,1,0,0,0,0,0,0,0,0.408997182,0.901584455,0.18
1,1,0,0,0,0,0,0,0,0.776203214,1.143030035,0.9
1,1,0,0,0,0,0,0,0,-0.141811865,1.625921195,-0.12
0,1,0,0,0,0,0,0,0,1.327012261,-0.064197866,0.75
1,1,0,0,0,0,0,0,0,0.95980623,0.660138875,-1.17
0,1,0,0,0,0,0,0,0,1.694218293,0.177247714,-2.08
0,1,0,0,0,0,0,0,0,0.592600198,-2.478653667,1.04
1,1,0,0,0,0,0,0,0,0.776203214,1.384475615,1.16
0,1,0,0,0,0,0,0,0,0.04179115,0.418693295,-1.02
1,1,0,0,0,0,0,0,0,0.592600198,0.660138875,-0.12
1,1,0,0,0,0,0,0,0,-0.141811865,1.143030035,0.77
1,1,0,0,0,0,0,0,0,0.95980623,0.660138875,0.83
0,1,0,0,0,0,0,0,0,-0.233613373,-0.788534606,0.06
1,1,0,0,0,0,0,0,0,0.04179115,1.625921195,0.37
1,1,0,0,0,0,0,0,0,2.061424325,-2.237208087,0.8
1,1,0,0,0,0,0,0,0,0.04179115,-0.305643446,0.14
1,1,0,0,0,0,0,0,0,-0.325414881,1.625921195,0.14
1,1,0,0,0,0,0,0,0,1.877821309,1.625921195,-0.2
1,1,0,0,0,0,0,0,0,0.776203214,-1.029980186,0.33
1,1,0,0,0,0,0,0,0,0.592600198,0.660138875,0.65
0,1,0,0,0,0,0,0,0,1.327012261,0.418693295,-0.33
0,1,0,0,0,0,0,0,0,0.225394166,-0.547089026,-0.02
0,1,0,0,0,0,0,0,0,0.408997182,0.901584455,0.51
0,1,0,0,0,0,0,0,0,1.694218293,-1.754316926,-0.27
0,1,0,0,0,0,0,0,0,0.95980623,-0.547089026,-0.4
0,1,0,0,0,0,0,0,0,-0.509017897,1.143030035,-0.96
0,1,0,0,0,0,0,0,0,0.225394166,0.177247714,0.39
1,1,0,0,0,0,0,0,0,-0.692620913,1.625921195,0.46
0,1,0,0,0,0,0,0,0,0.225394166,0.177247714,-0.13
0,1,0,0,0,0,0,0,0,-0.509017897,1.625921195,-0.23
0,1,0,0,0,0,0,0,0,0.04179115,1.143030035,0.68
0,1,0,0,0,0,0,0,0,1.510615277,-0.064197866,0.43
0,1,0,0,0,0,0,0,0,0.776203214,-0.064197866,-0.28
0,1,0,0,0,0,0,0,0,-0.141811865,1.143030035,0.89
0,1,0,0,0,0,0,0,0,1.510615277,0.660138875,-0.21
1,1,0,0,0,0,0,0,0,1.327012261,2.108812355,1.7
0,1,0,0,0,0,0,0,0,0.776203214,0.660138875,-0.1
0,1,0,0,0,0,0,0,0,0.50079869,0.660138875,-0.52
1,1,0,0,0,0,0,0,0,0.776203214,0.418693295,0.24
1,1,0,0,0,0,0,0,0,1.327012261,0.901584455,1.62
0,1,0,0,0,0,0,0,0,0.684401706,0.177247714,1.95
1,1,0,0,0,0,0,0,0,0.95980623,0.901584455,1.65
0,1,0,0,0,0,0,0,0,0.592600198,-2.961544827,1.2
1,1,0,0,0,0,0,0,0,1.510615277,0.418693295,1.87
1,1,0,0,0,0,0,0,0,0.592600198,1.384475615,0.3
1,1,0,0,0,0,0,0,0,-0.141811865,1.143030035,0.05
1,1,0,0,0,0,0,0,0,-0.509017897,-0.064197866,-0.55
1,1,0,0,0,0,0,0,0,0.04179115,0.660138875,-1.17
0,1,0,0,0,0,0,0,0,0.225394166,0.418693295,-0.3
0,1,0,0,0,0,0,0,0,0.592600198,0.660138875,-0.06
1,1,0,0,0,0,0,0,0,0.408997182,0.418693295,0.57
0,1,0,0,0,0,0,0,0,0.592600198,-0.064197866,0.82
0,1,0,0,0,0,0,0,0,-0.692620913,-0.788534606,0.19
0,1,0,0,0,0,0,0,0,0.225394166,1.384475615,1.16
0,1,0,0,0,0,0,0,0,1.143409245,1.384475615,1.14
1,1,0,0,0,0,0,0,0,0.225394166,0.660138875,0.48
1,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,-0.26
1,1,0,0,0,0,0,0,0,0.408997182,0.177247714,1.16
1,1,0,0,0,0,0,0,0,0.592600198,1.384475615,2.25
1,1,0,0,0,0,0,0,0,-0.692620913,0.177247714,0.6
0,1,0,0,0,0,0,0,0,0.04179115,-0.064197866,1.91
0,1,0,0,0,0,0,0,0,-1.24342996,-1.512871346,-0.26
1,1,0,0,0,0,0,0,0,0.225394166,-0.064197866,0.56
1,1,0,0,0,0,0,0,0,0.592600198,-0.547089026,1.45
0,1,0,0,0,0,0,0,0,-0.509017897,1.143030035,0.43
1,1,0,0,0,0,0,0,0,0.95980623,1.625921195,0.5
0,1,0,0,0,0,0,0,0,-0.233613373,-1.029980186,1.78
0,1,0,0,0,0,0,0,0,-0.784422421,-1.271425766,1.02
1,1,0,0,0,0,0,0,0,-1.24342996,-0.547089026,-0.33
1,1,0,0,0,0,0,0,0,-0.325414881,1.143030035,0
1,1,0,0,0,0,0,0,0,-0.325414881,0.660138875,0.6
1,1,0,0,0,0,0,0,0,0.04179115,0.418693295,0.63
1,1,0,0,0,0,0,0,0,0.225394166,-0.547089026,0.92
1,1,0,0,0,0,0,0,0,-0.692620913,-1.271425766,-0.24
1,1,0,0,0,0,0,0,0,1.877821309,-0.788534606,0.56
0,1,0,0,0,0,0,0,0,0.225394166,-1.029980186,-0.79
0,1,0,0,0,0,0,0,0,-0.509017897,0.418693295,-0.43
0,1,0,0,0,0,0,0,0,0.592600198,-0.064197866,-0.36
0,1,0,0,0,0,0,0,0,-1.24342996,-1.271425766,0.06
0,1,0,0,0,0,0,0,0,-0.692620913,1.384475615,1.58
0,1,0,0,0,0,0,0,0,-0.141811865,-2.237208087,1.65
0,1,0,0,0,0,0,0,0,-0.325414881,-0.788534606,-0.13
1,1,0,0,0,0,0,0,0,-1.24342996,-0.788534606,-0.43
0,1,0,0,0,0,0,0,0,-1.794239008,-1.271425766,-0.72
0,1,0,0,0,0,0,0,0,0.225394166,-0.064197866,0.63
0,1,0,0,0,0,0,0,0,-1.518834484,-2.720099247,-1.88
1,1,0,0,0,0,0,0,0,0.04179115,0.177247714,-0.13
0,1,0,0,0,0,0,0,0,0.408997182,-1.995762506,-0.1
0,1,0,0,0,0,0,0,0,0.776203214,-1.995762506,1.61
0,1,0,0,0,0,0,0,0,1.510615277,-1.512871346,-1.05
0,1,0,0,0,0,0,0,0,-0.692620913,0.418693295,-0.03
1,1,0,0,0,0,0,0,0,0.592600198,1.143030035,1.75
1,1,0,0,0,0,0,0,0,-0.141811865,-0.305643446,-0.43
1,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,1.29
0,1,0,0,0,0,0,0,0,-0.141811865,1.384475615,-0.99
0,1,0,0,0,0,0,0,0,-0.141811865,0.177247714,-0.12
1,1,0,0,0,0,0,0,0,0.95980623,0.418693295,0.99
0,1,0,0,0,0,0,0,0,0.592600198,0.901584455,0.73
0,1,0,0,0,0,0,0,0,0.04179115,1.384475615,0.6
0,1,0,0,0,0,0,0,0,1.510615277,0.901584455,1.35
0,1,0,0,0,0,0,0,0,-1.151628453,-1.995762506,-0.89
1,1,0,0,0,0,0,0,0,0.225394166,-0.547089026,-0.69
1,1,0,0,0,0,0,0,0,-0.325414881,-0.547089026,0.68
0,1,0,0,0,0,0,0,0,0.225394166,-0.064197866,0.07
0,1,0,0,0,0,0,0,0,1.327012261,-0.547089026,1.45
0,1,0,0,0,0,0,0,0,-1.427032976,-0.788534606,1.16
0,1,0,0,0,0,0,0,0,1.510615277,-1.512871346,-0.03
0,1,0,0,0,0,0,0,0,-0.141811865,-1.029980186,-1.19
0,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,0.9
0,1,0,0,0,0,0,0,0,-0.141811865,-0.305643446,-0.59
0,1,0,0,0,0,0,0,0,0.04179115,0.418693295,0.43
0,1,0,0,0,0,0,0,0,-0.692620913,0.418693295,1.62
0,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,0.27
1,1,0,0,0,0,0,0,0,0.95980623,0.418693295,0.92
0,1,0,0,0,0,0,0,0,0.04179115,0.177247714,0.03
1,1,0,0,0,0,0,0,0,-0.692620913,0.177247714,0.2
1,1,0,0,0,0,0,0,0,-0.325414881,-0.305643446,-0.14
0,1,0,0,0,0,0,0,0,-1.610635992,1.143030035,0
1,1,0,0,0,0,0,0,0,-2.620452579,0.177247714,-1.45
0,1,0,0,0,0,0,0,0,0.776203214,0.901584455,0.05
0,1,0,0,0,0,0,0,0,0.592600198,-0.547089026,-0.1
0,1,0,0,0,0,0,0,0,0.684401706,0.660138875,0.58
1,1,0,0,0,0,0,0,0,0.592600198,1.143030035,-0.43
1,1,0,0,0,0,0,0,0,0.776203214,-1.995762506,-0.59
0,1,0,0,0,0,0,0,0,1.877821309,-1.029980186,-0.14
0,1,0,0,0,0,0,0,0,0.225394166,-1.754316926,-1.69
1,1,0,0,0,0,0,0,0,-1.922761119,0.418693295,-1.73
1,1,0,0,0,0,0,0,0,1.143409245,0.177247714,0.87
1,1,0,0,0,0,0,0,0,-0.509017897,0.418693295,-1.36
0,1,0,0,0,0,0,0,0,0.592600198,0.901584455,-0.08
1,1,0,0,0,0,0,0,0,0.04179115,0.418693295,-0.51
0,1,0,0,0,0,0,0,0,-0.325414881,-1.029980186,-0.96
0,1,0,0,0,0,0,0,0,0.225394166,-1.995762506,1.38
0,1,0,0,0,0,0,0,0,1.327012261,0.901584455,1.88
0,1,0,0,0,0,0,0,0,1.143409245,1.867366775,0.87
1,1,0,0,0,0,0,0,0,0.95980623,0.418693295,0.67
0,1,0,0,0,0,0,0,0,1.694218293,-0.547089026,0.27
1,1,0,0,0,0,0,0,0,1.143409245,0.660138875,0.58
0,1,0,0,0,0,0,0,0,1.143409245,-0.547089026,0.54
0,1,0,0,0,0,0,0,0,0.776203214,1.143030035,0.75
1,1,0,0,0,0,0,0,0,0.95980623,1.625921195,-1.21
0,1,0,0,0,0,0,0,0,-1.610635992,-1.029980186,-0.76
0,1,0,0,0,0,0,0,0,1.694218293,0.177247714,-0.76
0,1,0,0,0,0,0,0,0,1.510615277,0.660138875,0.87
0,1,0,0,0,0,0,0,0,0.95980623,1.143030035,1.92
0,1,0,0,0,0,0,0,0,0.95980623,0.901584455,0.81
1,1,0,0,0,0,0,0,0,1.510615277,-0.064197866,-0.16
1,1,0,0,0,0,0,0,0,0.95980623,0.660138875,0.71
0,1,0,0,0,0,0,0,0,1.327012261,0.418693295,-0.33
1,1,0,0,0,0,0,0,0,0.776203214,0.660138875,-1.25
0,1,0,0,0,0,0,0,0,0.776203214,0.901584455,2.05
1,1,0,0,0,0,0,0,0,1.877821309,-0.547089026,0.71
0,1,0,0,0,0,0,0,0,1.327012261,0.418693295,0.81
1,1,0,0,0,0,0,0,0,0.50079869,-0.547089026,-1.32
1,1,0,0,0,0,0,0,0,0.776203214,0.660138875,1.84
0,1,0,0,0,0,0,0,0,-1.335231468,-0.788534606,-0.33
